Subfigure,Element,Attribute,Value
A,630,Year,2020
A,630,PercentFemale,52.84831846259437
A,631,TaxonomyLevel,Field
A,631,TaxonomyValue,Education Administration
A,631,Year,2019
A,631,PercentFemale,53.32419465387252
A,632,TaxonomyLevel,Field
A,632,TaxonomyValue,Education Administration
A,632,Year,2018
A,632,PercentFemale,53.2258064516129
A,633,TaxonomyLevel,Field
A,633,TaxonomyValue,Education Administration
A,633,Year,2016
A,633,PercentFemale,51.00806451612904
A,634,TaxonomyLevel,Field
A,634,TaxonomyValue,Education Administration
A,634,Year,2017
A,634,PercentFemale,52.46995994659546
A,635,TaxonomyLevel,Field
A,635,TaxonomyValue,Education Administration
A,635,Year,2013
A,635,PercentFemale,51.06970324361628
A,636,TaxonomyLevel,Field
A,636,TaxonomyValue,Education Administration
A,636,Year,2014
A,636,PercentFemale,51.26452494873548
A,637,TaxonomyLevel,Field
A,637,TaxonomyValue,Education Administration
A,637,Year,2015
A,637,PercentFemale,51.23796423658872
A,638,TaxonomyLevel,Field
A,638,TaxonomyValue,Education Administration
A,638,Year,2012
A,638,PercentFemale,50.99111414900889
A,639,TaxonomyLevel,Field
A,639,TaxonomyValue,Education Administration
A,639,Year,2011
A,639,PercentFemale,49.89473684210526
A,640,TaxonomyLevel,Field
A,640,TaxonomyValue,Germanic Languages and Literatures
A,640,Year,2016
A,640,PercentFemale,44.73684210526316
A,641,TaxonomyLevel,Field
A,641,TaxonomyValue,Germanic Languages and Literatures
A,641,Year,2014
A,641,PercentFemale,42.95454545454545
A,642,TaxonomyLevel,Field
A,642,TaxonomyValue,Germanic Languages and Literatures
A,642,Year,2013
A,642,PercentFemale,43.18706697459584
A,643,TaxonomyLevel,Field
A,643,TaxonomyValue,Germanic Languages and Literatures
A,643,Year,2012
A,643,PercentFemale,41.4519906323185
A,644,TaxonomyLevel,Field
A,644,TaxonomyValue,Germanic Languages and Literatures
A,644,Year,2011
A,644,PercentFemale,40.0
A,645,TaxonomyLevel,Field
A,645,TaxonomyValue,Germanic Languages and Literatures
A,645,Year,2020
A,645,PercentFemale,47.76785714285714
A,646,TaxonomyLevel,Field
A,646,TaxonomyValue,Germanic Languages and Literatures
A,646,Year,2019
A,646,PercentFemale,47.09821428571428
A,647,TaxonomyLevel,Field
A,647,TaxonomyValue,Germanic Languages and Literatures
A,647,Year,2018
A,647,PercentFemale,47.019867549668874
A,648,TaxonomyLevel,Field
A,648,TaxonomyValue,Germanic Languages and Literatures
A,648,Year,2017
A,648,PercentFemale,46.81318681318681
A,649,TaxonomyLevel,Field
A,649,TaxonomyValue,Germanic Languages and Literatures
A,649,Year,2015
A,649,PercentFemale,43.31065759637188
A,650,TaxonomyLevel,Field
A,650,TaxonomyValue,Business Administration
A,650,Year,2018
A,650,PercentFemale,24.47724477244772
A,651,TaxonomyLevel,Field
A,651,TaxonomyValue,Business Administration
A,651,Year,2019
A,651,PercentFemale,25.23076923076923
A,652,TaxonomyLevel,Field
A,652,TaxonomyValue,Business Administration
A,652,Year,2020
A,652,PercentFemale,25.75107296137339
A,653,TaxonomyLevel,Field
A,653,TaxonomyValue,Business Administration
A,653,Year,2017
A,653,PercentFemale,24.28748451053283
A,654,TaxonomyLevel,Field
A,654,TaxonomyValue,Business Administration
A,654,Year,2016
A,654,PercentFemale,24.19047619047619
A,655,TaxonomyLevel,Field
A,655,TaxonomyValue,Business Administration
A,655,Year,2015
A,655,PercentFemale,23.92717815344603
A,656,TaxonomyLevel,Field
A,656,TaxonomyValue,Business Administration
A,656,Year,2014
A,656,PercentFemale,22.45448415374241
A,657,TaxonomyLevel,Field
A,657,TaxonomyValue,Business Administration
A,657,Year,2013
A,657,PercentFemale,21.44808743169398
A,658,TaxonomyLevel,Field
A,658,TaxonomyValue,Business Administration
A,658,Year,2012
A,658,PercentFemale,21.01998621640248
A,659,TaxonomyLevel,Field
A,659,TaxonomyValue,Business Administration
A,659,Year,2011
A,659,PercentFemale,21.33142448103078
A,660,TaxonomyLevel,Field
A,660,TaxonomyValue,Public Health
A,660,Year,2020
A,660,PercentFemale,53.97236614853195
A,661,TaxonomyLevel,Field
A,661,TaxonomyValue,Public Health
A,661,Year,2019
A,661,PercentFemale,53.27760668719753
A,662,TaxonomyLevel,Field
A,662,TaxonomyValue,Public Health
A,662,Year,2018
A,662,PercentFemale,52.25778167470408
A,663,TaxonomyLevel,Field
A,663,TaxonomyValue,Public Health
A,663,Year,2017
A,663,PercentFemale,52.28178998670801
A,664,TaxonomyLevel,Field
A,664,TaxonomyValue,Public Health
A,664,Year,2016
A,664,PercentFemale,50.85201793721973
A,665,TaxonomyLevel,Field
A,665,TaxonomyValue,Public Health
A,665,Year,2015
A,665,PercentFemale,50.35528185693984
A,666,TaxonomyLevel,Field
A,666,TaxonomyValue,Public Health
A,666,Year,2014
A,666,PercentFemale,49.710144927536234
A,667,TaxonomyLevel,Field
A,667,TaxonomyValue,Public Health
A,667,Year,2013
A,667,PercentFemale,48.7229862475442
A,668,TaxonomyLevel,Field
A,668,TaxonomyValue,Public Health
A,668,Year,2012
A,668,PercentFemale,48.55549923973644
A,669,TaxonomyLevel,Field
A,669,TaxonomyValue,Public Health
A,669,Year,2011
A,669,PercentFemale,48.24229313142239
A,670,TaxonomyLevel,Field
A,670,TaxonomyValue,Political Science
A,670,Year,2020
A,670,PercentFemale,32.80987100392596
A,671,TaxonomyLevel,Field
A,671,TaxonomyValue,Political Science
A,671,Year,2019
A,671,PercentFemale,32.39397321428571
A,672,TaxonomyLevel,Field
A,672,TaxonomyValue,Political Science
A,672,Year,2018
A,672,PercentFemale,31.664335664335656
A,673,TaxonomyLevel,Field
A,673,TaxonomyValue,Political Science
A,673,Year,2017
A,673,PercentFemale,30.5955405023991
A,674,TaxonomyLevel,Field
A,674,TaxonomyValue,Political Science
A,674,Year,2015
A,674,PercentFemale,29.703255545952167
A,675,TaxonomyLevel,Field
A,675,TaxonomyValue,Political Science
A,675,Year,2016
A,675,PercentFemale,30.05387014459881
A,676,TaxonomyLevel,Field
A,676,TaxonomyValue,Political Science
A,676,Year,2014
A,676,PercentFemale,29.234813084112147
A,677,TaxonomyLevel,Field
A,677,TaxonomyValue,Political Science
A,677,Year,2013
A,677,PercentFemale,28.5416045332538
A,678,TaxonomyLevel,Field
A,678,TaxonomyValue,Political Science
A,678,Year,2012
A,678,PercentFemale,27.78621317947161
A,679,TaxonomyLevel,Field
A,679,TaxonomyValue,Political Science
A,679,Year,2011
A,679,PercentFemale,27.408328154133
A,680,TaxonomyLevel,Field
A,680,TaxonomyValue,Agricultural Economics
A,680,Year,2020
A,680,PercentFemale,22.81879194630872
A,681,TaxonomyLevel,Field
A,681,TaxonomyValue,Agricultural Economics
A,681,Year,2019
A,681,PercentFemale,21.24789207419898
A,682,TaxonomyLevel,Field
A,682,TaxonomyValue,Agricultural Economics
A,682,Year,2018
A,682,PercentFemale,20.46204620462046
A,683,TaxonomyLevel,Field
A,683,TaxonomyValue,Agricultural Economics
A,683,Year,2017
A,683,PercentFemale,20.67851373182552
A,684,TaxonomyLevel,Field
A,684,TaxonomyValue,Agricultural Economics
A,684,Year,2016
A,684,PercentFemale,18.97106109324758
A,685,TaxonomyLevel,Field
A,685,TaxonomyValue,Agricultural Economics
A,685,Year,2015
A,685,PercentFemale,18.403908794788272
A,686,TaxonomyLevel,Field
A,686,TaxonomyValue,Agricultural Economics
A,686,Year,2014
A,686,PercentFemale,17.81045751633987
A,687,TaxonomyLevel,Field
A,687,TaxonomyValue,Agricultural Economics
A,687,Year,2013
A,687,PercentFemale,16.94078947368421
A,688,TaxonomyLevel,Field
A,688,TaxonomyValue,Agricultural Economics
A,688,Year,2012
A,688,PercentFemale,16.38513513513513
A,689,TaxonomyLevel,Field
A,689,TaxonomyValue,Agricultural Economics
A,689,Year,2011
A,689,PercentFemale,16.047297297297288
A,690,TaxonomyLevel,Field
A,690,TaxonomyValue,Environmental Health Sciences
A,690,Year,2015
A,690,PercentFemale,33.7890625
A,691,TaxonomyLevel,Field
A,691,TaxonomyValue,Environmental Health Sciences
A,691,Year,2014
A,691,PercentFemale,33.46456692913386
A,692,TaxonomyLevel,Field
A,692,TaxonomyValue,Environmental Health Sciences
A,692,Year,2020
A,692,PercentFemale,41.26679462571977
A,693,TaxonomyLevel,Field
A,693,TaxonomyValue,Environmental Health Sciences
A,693,Year,2019
A,693,PercentFemale,40.07707129094412
A,694,TaxonomyLevel,Field
A,694,TaxonomyValue,Environmental Health Sciences
A,694,Year,2018
A,694,PercentFemale,37.93103448275862
A,695,TaxonomyLevel,Field
A,695,TaxonomyValue,Environmental Health Sciences
A,695,Year,2016
A,695,PercentFemale,35.25046382189239
A,696,TaxonomyLevel,Field
A,696,TaxonomyValue,Environmental Health Sciences
A,696,Year,2017
A,696,PercentFemale,36.65413533834586
A,697,TaxonomyLevel,Field
A,697,TaxonomyValue,Environmental Health Sciences
A,697,Year,2013
A,697,PercentFemale,33.13008130081301
A,698,TaxonomyLevel,Field
A,698,TaxonomyValue,Environmental Health Sciences
A,698,Year,2012
A,698,PercentFemale,30.85106382978723
A,699,TaxonomyLevel,Field
A,699,TaxonomyValue,Environmental Health Sciences
A,699,Year,2011
A,699,PercentFemale,28.19383259911894
A,700,TaxonomyLevel,Field
A,700,TaxonomyValue,Biostatistics
A,700,Year,2020
A,700,PercentFemale,41.50943396226415
A,701,TaxonomyLevel,Field
A,701,TaxonomyValue,Biostatistics
A,701,Year,2019
A,701,PercentFemale,41.94630872483221
A,702,TaxonomyLevel,Field
A,702,TaxonomyValue,Biostatistics
A,702,Year,2018
A,702,PercentFemale,41.02564102564102
A,703,TaxonomyLevel,Field
A,703,TaxonomyValue,Biostatistics
A,703,Year,2017
A,703,PercentFemale,39.693757361601875
A,704,TaxonomyLevel,Field
A,704,TaxonomyValue,Biostatistics
A,704,Year,2016
A,704,PercentFemale,40.11834319526627
A,705,TaxonomyLevel,Field
A,705,TaxonomyValue,Biostatistics
A,705,Year,2015
A,705,PercentFemale,39.281437125748496
A,706,TaxonomyLevel,Field
A,706,TaxonomyValue,Biostatistics
A,706,Year,2014
A,706,PercentFemale,38.12865497076023
A,707,TaxonomyLevel,Field
A,707,TaxonomyValue,Biostatistics
A,707,Year,2013
A,707,PercentFemale,37.83454987834549
A,708,TaxonomyLevel,Field
A,708,TaxonomyValue,Biostatistics
A,708,Year,2012
A,708,PercentFemale,37.890625
A,709,TaxonomyLevel,Field
A,709,TaxonomyValue,Biostatistics
A,709,Year,2011
A,709,PercentFemale,38.13333333333333
A,710,TaxonomyLevel,Field
A,710,TaxonomyValue,Anthropology
A,710,Year,2020
A,710,PercentFemale,49.804262722923006
A,711,TaxonomyLevel,Field
A,711,TaxonomyValue,Anthropology
A,711,Year,2019
A,711,PercentFemale,49.313304721030036
A,712,TaxonomyLevel,Field
A,712,TaxonomyValue,Anthropology
A,712,Year,2018
A,712,PercentFemale,48.41571609632446
A,713,TaxonomyLevel,Field
A,713,TaxonomyValue,Anthropology
A,713,Year,2014
A,713,PercentFemale,45.54455445544554
A,714,TaxonomyLevel,Field
A,714,TaxonomyValue,Anthropology
A,714,Year,2013
A,714,PercentFemale,44.95726495726496
A,715,TaxonomyLevel,Field
A,715,TaxonomyValue,Anthropology
A,715,Year,2017
A,715,PercentFemale,47.47390396659707
A,716,TaxonomyLevel,Field
A,716,TaxonomyValue,Anthropology
A,716,Year,2016
A,716,PercentFemale,46.838602329450914
A,717,TaxonomyLevel,Field
A,717,TaxonomyValue,Anthropology
A,717,Year,2015
A,717,PercentFemale,46.51260504201681
A,718,TaxonomyLevel,Field
A,718,TaxonomyValue,Anthropology
A,718,Year,2012
A,718,PercentFemale,44.51812555260831
A,719,TaxonomyLevel,Field
A,719,TaxonomyValue,Anthropology
A,719,Year,2011
A,719,PercentFemale,44.20910319963947
A,720,TaxonomyLevel,Field
A,720,TaxonomyValue,Epidemiology
A,720,Year,2020
A,720,PercentFemale,52.384675527756066
A,721,TaxonomyLevel,Field
A,721,TaxonomyValue,Epidemiology
A,721,Year,2019
A,721,PercentFemale,52.559999999999995
A,722,TaxonomyLevel,Field
A,722,TaxonomyValue,Epidemiology
A,722,Year,2018
A,722,PercentFemale,52.17391304347826
A,723,TaxonomyLevel,Field
A,723,TaxonomyValue,Epidemiology
A,723,Year,2016
A,723,PercentFemale,50.542635658914726
A,724,TaxonomyLevel,Field
A,724,TaxonomyValue,Epidemiology
A,724,Year,2015
A,724,PercentFemale,49.48124501197127
A,725,TaxonomyLevel,Field
A,725,TaxonomyValue,Epidemiology
A,725,Year,2014
A,725,PercentFemale,49.02597402597403
A,726,TaxonomyLevel,Field
A,726,TaxonomyValue,Epidemiology
A,726,Year,2013
A,726,PercentFemale,48.27875734676742
A,727,TaxonomyLevel,Field
A,727,TaxonomyValue,Epidemiology
A,727,Year,2012
A,727,PercentFemale,48.19277108433735
A,728,TaxonomyLevel,Field
A,728,TaxonomyValue,Epidemiology
A,728,Year,2011
A,728,PercentFemale,47.78280542986425
A,729,TaxonomyLevel,Field
A,729,TaxonomyValue,Epidemiology
A,729,Year,2017
A,729,PercentFemale,51.442307692307686
A,730,TaxonomyLevel,Field
A,730,TaxonomyValue,Social Work
A,730,Year,2020
A,730,PercentFemale,65.67335243553009
A,731,TaxonomyLevel,Field
A,731,TaxonomyValue,Social Work
A,731,Year,2019
A,731,PercentFemale,65.3409090909091
A,732,TaxonomyLevel,Field
A,732,TaxonomyValue,Social Work
A,732,Year,2016
A,732,PercentFemale,64.23231742380679
A,733,TaxonomyLevel,Field
A,733,TaxonomyValue,Social Work
A,733,Year,2017
A,733,PercentFemale,64.59874786568014
A,734,TaxonomyLevel,Field
A,734,TaxonomyValue,Social Work
A,734,Year,2014
A,734,PercentFemale,62.75780789628757
A,735,TaxonomyLevel,Field
A,735,TaxonomyValue,Social Work
A,735,Year,2015
A,735,PercentFemale,63.200462160600814
A,736,TaxonomyLevel,Field
A,736,TaxonomyValue,Social Work
A,736,Year,2018
A,736,PercentFemale,65.00838457238682
A,737,TaxonomyLevel,Field
A,737,TaxonomyValue,Social Work
A,737,Year,2013
A,737,PercentFemale,62.34158117079058
A,738,TaxonomyLevel,Field
A,738,TaxonomyValue,Social Work
A,738,Year,2012
A,738,PercentFemale,61.60493827160494
A,739,TaxonomyLevel,Field
A,739,TaxonomyValue,Social Work
A,739,Year,2011
A,739,PercentFemale,60.83437110834371
A,740,TaxonomyLevel,Field
A,740,TaxonomyValue,Biophysics
A,740,Year,2020
A,740,PercentFemale,25.02923976608187
A,741,TaxonomyLevel,Field
A,741,TaxonomyValue,Biophysics
A,741,Year,2019
A,741,PercentFemale,23.90300230946882
A,742,TaxonomyLevel,Field
A,742,TaxonomyValue,Biophysics
A,742,Year,2018
A,742,PercentFemale,23.27188940092165
A,743,TaxonomyLevel,Field
A,743,TaxonomyValue,Biophysics
A,743,Year,2017
A,743,PercentFemale,21.26696832579185
A,744,TaxonomyLevel,Field
A,744,TaxonomyValue,Biophysics
A,744,Year,2016
A,744,PercentFemale,21.46892655367231
A,745,TaxonomyLevel,Field
A,745,TaxonomyValue,Biophysics
A,745,Year,2015
A,745,PercentFemale,20.94907407407407
A,746,TaxonomyLevel,Field
A,746,TaxonomyValue,Biophysics
A,746,Year,2014
A,746,PercentFemale,21.15812917594654
A,747,TaxonomyLevel,Field
A,747,TaxonomyValue,Biophysics
A,747,Year,2013
A,747,PercentFemale,20.83805209513023
A,748,TaxonomyLevel,Field
A,748,TaxonomyValue,Biophysics
A,748,Year,2012
A,748,PercentFemale,20.346820809248552
A,749,TaxonomyLevel,Field
A,749,TaxonomyValue,Biophysics
A,749,Year,2011
A,749,PercentFemale,20.09626955475331
A,750,TaxonomyLevel,Field
A,750,TaxonomyValue,Molecular Biology
A,750,Year,2020
A,750,PercentFemale,30.647553138902623
A,751,TaxonomyLevel,Field
A,751,TaxonomyValue,Molecular Biology
A,751,Year,2019
A,751,PercentFemale,29.915380786460922
A,752,TaxonomyLevel,Field
A,752,TaxonomyValue,Molecular Biology
A,752,Year,2018
A,752,PercentFemale,28.34410740924913
A,753,TaxonomyLevel,Field
A,753,TaxonomyValue,Molecular Biology
A,753,Year,2017
A,753,PercentFemale,28.19656488549618
A,754,TaxonomyLevel,Field
A,754,TaxonomyValue,Molecular Biology
A,754,Year,2016
A,754,PercentFemale,27.921760391198042
A,755,TaxonomyLevel,Field
A,755,TaxonomyValue,Molecular Biology
A,755,Year,2015
A,755,PercentFemale,27.441161742613918
A,756,TaxonomyLevel,Field
A,756,TaxonomyValue,Molecular Biology
A,756,Year,2014
A,756,PercentFemale,26.214526214526213
A,757,TaxonomyLevel,Field
A,757,TaxonomyValue,Molecular Biology
A,757,Year,2013
A,757,PercentFemale,25.464949928469238
A,758,TaxonomyLevel,Field
A,758,TaxonomyValue,Molecular Biology
A,758,Year,2012
A,758,PercentFemale,24.61841457410142
A,759,TaxonomyLevel,Field
A,759,TaxonomyValue,Molecular Biology
A,759,Year,2011
A,759,PercentFemale,24.42442442442442
A,760,TaxonomyLevel,Field
A,760,TaxonomyValue,Nutrition Sciences
A,760,Year,2020
A,760,PercentFemale,55.95595595595596
A,761,TaxonomyLevel,Field
A,761,TaxonomyValue,Nutrition Sciences
A,761,Year,2019
A,761,PercentFemale,54.929577464788736
A,762,TaxonomyLevel,Field
A,762,TaxonomyValue,Nutrition Sciences
A,762,Year,2018
A,762,PercentFemale,55.03952569169961
A,763,TaxonomyLevel,Field
A,763,TaxonomyValue,Nutrition Sciences
A,763,Year,2017
A,763,PercentFemale,55.16252390057361
A,764,TaxonomyLevel,Field
A,764,TaxonomyValue,Nutrition Sciences
A,764,Year,2016
A,764,PercentFemale,54.89236790606654
A,765,TaxonomyLevel,Field
A,765,TaxonomyValue,Nutrition Sciences
A,765,Year,2015
A,765,PercentFemale,55.942622950819676
A,766,TaxonomyLevel,Field
A,766,TaxonomyValue,Nutrition Sciences
A,766,Year,2014
A,766,PercentFemale,56.44670050761421
A,767,TaxonomyLevel,Field
A,767,TaxonomyValue,Nutrition Sciences
A,767,Year,2013
A,767,PercentFemale,56.33367662203913
A,768,TaxonomyLevel,Field
A,768,TaxonomyValue,Nutrition Sciences
A,768,Year,2012
A,768,PercentFemale,56.17615467239527
A,769,TaxonomyLevel,Field
A,769,TaxonomyValue,Nutrition Sciences
A,769,Year,2011
A,769,PercentFemale,55.60488346281909
A,770,TaxonomyLevel,Field
A,770,TaxonomyValue,Plant Sciences
A,770,Year,2020
A,770,PercentFemale,26.17534942820839
A,771,TaxonomyLevel,Field
A,771,TaxonomyValue,Plant Sciences
A,771,Year,2019
A,771,PercentFemale,24.90421455938697
A,772,TaxonomyLevel,Field
A,772,TaxonomyValue,Plant Sciences
A,772,Year,2018
A,772,PercentFemale,24.112607099143197
A,773,TaxonomyLevel,Field
A,773,TaxonomyValue,Plant Sciences
A,773,Year,2017
A,773,PercentFemale,22.55369928400954
A,774,TaxonomyLevel,Field
A,774,TaxonomyValue,Plant Sciences
A,774,Year,2016
A,774,PercentFemale,22.85714285714285
A,775,TaxonomyLevel,Field
A,775,TaxonomyValue,Plant Sciences
A,775,Year,2015
A,775,PercentFemale,21.69249106078665
A,776,TaxonomyLevel,Field
A,776,TaxonomyValue,Plant Sciences
A,776,Year,2014
A,776,PercentFemale,20.3883495145631
A,777,TaxonomyLevel,Field
A,777,TaxonomyValue,Plant Sciences
A,777,Year,2013
A,777,PercentFemale,20.0238379022646
A,778,TaxonomyLevel,Field
A,778,TaxonomyValue,Plant Sciences
A,778,Year,2012
A,778,PercentFemale,19.10519951632406
A,779,TaxonomyLevel,Field
A,779,TaxonomyValue,Plant Sciences
A,779,Year,2011
A,779,PercentFemale,19.04761904761904
A,780,TaxonomyLevel,Field
A,780,TaxonomyValue,Comparative Literature
A,780,Year,2020
A,780,PercentFemale,51.167728237791934
A,781,TaxonomyLevel,Field
A,781,TaxonomyValue,Comparative Literature
A,781,Year,2019
A,781,PercentFemale,50.51546391752577
A,782,TaxonomyLevel,Field
A,782,TaxonomyValue,Comparative Literature
A,782,Year,2018
A,782,PercentFemale,49.494949494949495
A,783,TaxonomyLevel,Field
A,783,TaxonomyValue,Comparative Literature
A,783,Year,2017
A,783,PercentFemale,49.101796407185624
A,784,TaxonomyLevel,Field
A,784,TaxonomyValue,Comparative Literature
A,784,Year,2016
A,784,PercentFemale,47.983870967741936
A,785,TaxonomyLevel,Field
A,785,TaxonomyValue,Comparative Literature
A,785,Year,2015
A,785,PercentFemale,47.67676767676768
A,786,TaxonomyLevel,Field
A,786,TaxonomyValue,Comparative Literature
A,786,Year,2014
A,786,PercentFemale,46.69421487603306
A,787,TaxonomyLevel,Field
A,787,TaxonomyValue,Comparative Literature
A,787,Year,2013
A,787,PercentFemale,46.56964656964657
A,788,TaxonomyLevel,Field
A,788,TaxonomyValue,Comparative Literature
A,788,Year,2012
A,788,PercentFemale,45.95744680851064
A,789,TaxonomyLevel,Field
A,789,TaxonomyValue,Comparative Literature
A,789,Year,2011
A,789,PercentFemale,45.89473684210526
A,790,TaxonomyLevel,Field
A,790,TaxonomyValue,Gender Studies
A,790,Year,2017
A,790,PercentFemale,84.63949843260188
A,791,TaxonomyLevel,Field
A,791,TaxonomyValue,Gender Studies
A,791,Year,2016
A,791,PercentFemale,85.47297297297297
A,792,TaxonomyLevel,Field
A,792,TaxonomyValue,Gender Studies
A,792,Year,2015
A,792,PercentFemale,84.76821192052981
A,793,TaxonomyLevel,Field
A,793,TaxonomyValue,Gender Studies
A,793,Year,2014
A,793,PercentFemale,85.61643835616438
A,794,TaxonomyLevel,Field
A,794,TaxonomyValue,Gender Studies
A,794,Year,2013
A,794,PercentFemale,86.11111111111111
A,795,TaxonomyLevel,Field
A,795,TaxonomyValue,Gender Studies
A,795,Year,2012
A,795,PercentFemale,87.09677419354838
A,796,TaxonomyLevel,Field
A,796,TaxonomyValue,Gender Studies
A,796,Year,2011
A,796,PercentFemale,87.21804511278195
A,797,TaxonomyLevel,Field
A,797,TaxonomyValue,Gender Studies
A,797,Year,2020
A,797,PercentFemale,82.40469208211144
A,798,TaxonomyLevel,Field
A,798,TaxonomyValue,Gender Studies
A,798,Year,2019
A,798,PercentFemale,82.4773413897281
A,799,TaxonomyLevel,Field
A,799,TaxonomyValue,Gender Studies
A,799,Year,2018
A,799,PercentFemale,83.38461538461537
A,800,TaxonomyLevel,Field
A,800,TaxonomyValue,Classics and Classical Languages
A,800,Year,2020
A,800,PercentFemale,45.59748427672956
A,801,TaxonomyLevel,Field
A,801,TaxonomyValue,Classics and Classical Languages
A,801,Year,2019
A,801,PercentFemale,44.6786090621707
A,802,TaxonomyLevel,Field
A,802,TaxonomyValue,Classics and Classical Languages
A,802,Year,2018
A,802,PercentFemale,44.89795918367347
A,803,TaxonomyLevel,Field
A,803,TaxonomyValue,Classics and Classical Languages
A,803,Year,2017
A,803,PercentFemale,44.98997995991984
A,804,TaxonomyLevel,Field
A,804,TaxonomyValue,Classics and Classical Languages
A,804,Year,2016
A,804,PercentFemale,44.28997020854022
A,805,TaxonomyLevel,Field
A,805,TaxonomyValue,Classics and Classical Languages
A,805,Year,2015
A,805,PercentFemale,43.64919354838709
A,806,TaxonomyLevel,Field
A,806,TaxonomyValue,Classics and Classical Languages
A,806,Year,2014
A,806,PercentFemale,42.96066252587991
A,807,TaxonomyLevel,Field
A,807,TaxonomyValue,Classics and Classical Languages
A,807,Year,2013
A,807,PercentFemale,41.46341463414634
A,808,TaxonomyLevel,Field
A,808,TaxonomyValue,Classics and Classical Languages
A,808,Year,2012
A,808,PercentFemale,40.57507987220447
A,809,TaxonomyLevel,Field
A,809,TaxonomyValue,Classics and Classical Languages
A,809,Year,2011
A,809,PercentFemale,40.52287581699346
A,810,TaxonomyLevel,Field
A,810,TaxonomyValue,Spanish Language and Literature
A,810,Year,2018
A,810,PercentFemale,50.0
A,811,TaxonomyLevel,Field
A,811,TaxonomyValue,Spanish Language and Literature
A,811,Year,2020
A,811,PercentFemale,51.49456521739131
A,812,TaxonomyLevel,Field
A,812,TaxonomyValue,Spanish Language and Literature
A,812,Year,2019
A,812,PercentFemale,50.47489823609227
A,813,TaxonomyLevel,Field
A,813,TaxonomyValue,Spanish Language and Literature
A,813,Year,2017
A,813,PercentFemale,50.65274151436031
A,814,TaxonomyLevel,Field
A,814,TaxonomyValue,Spanish Language and Literature
A,814,Year,2016
A,814,PercentFemale,49.933949801849394
A,815,TaxonomyLevel,Field
A,815,TaxonomyValue,Spanish Language and Literature
A,815,Year,2015
A,815,PercentFemale,49.40711462450592
A,816,TaxonomyLevel,Field
A,816,TaxonomyValue,Spanish Language and Literature
A,816,Year,2014
A,816,PercentFemale,49.01703800786369
A,817,TaxonomyLevel,Field
A,817,TaxonomyValue,Spanish Language and Literature
A,817,Year,2013
A,817,PercentFemale,48.80952380952381
A,818,TaxonomyLevel,Field
A,818,TaxonomyValue,Spanish Language and Literature
A,818,Year,2012
A,818,PercentFemale,47.78523489932886
A,819,TaxonomyLevel,Field
A,819,TaxonomyValue,Spanish Language and Literature
A,819,Year,2011
A,819,PercentFemale,46.68508287292817
A,820,TaxonomyLevel,Field
A,820,TaxonomyValue,French Language and Literature
A,820,Year,2020
A,820,PercentFemale,52.953156822810584
A,821,TaxonomyLevel,Field
A,821,TaxonomyValue,French Language and Literature
A,821,Year,2019
A,821,PercentFemale,51.68316831683168
A,822,TaxonomyLevel,Field
A,822,TaxonomyValue,French Language and Literature
A,822,Year,2018
A,822,PercentFemale,52.23300970873787
A,823,TaxonomyLevel,Field
A,823,TaxonomyValue,French Language and Literature
A,823,Year,2017
A,823,PercentFemale,52.264150943396224
A,824,TaxonomyLevel,Field
A,824,TaxonomyValue,French Language and Literature
A,824,Year,2016
A,824,PercentFemale,51.58878504672897
A,825,TaxonomyLevel,Field
A,825,TaxonomyValue,French Language and Literature
A,825,Year,2015
A,825,PercentFemale,53.06122448979592
A,826,TaxonomyLevel,Field
A,826,TaxonomyValue,French Language and Literature
A,826,Year,2014
A,826,PercentFemale,52.117863720073665
A,827,TaxonomyLevel,Field
A,827,TaxonomyValue,French Language and Literature
A,827,Year,2013
A,827,PercentFemale,52.2140221402214
A,828,TaxonomyLevel,Field
A,828,TaxonomyValue,French Language and Literature
A,828,Year,2012
A,828,PercentFemale,52.16572504708098
A,829,TaxonomyLevel,Field
A,829,TaxonomyValue,French Language and Literature
A,829,Year,2011
A,829,PercentFemale,51.64410058027079
A,830,TaxonomyLevel,Field
A,830,TaxonomyValue,Pharmacology
A,830,Year,2020
A,830,PercentFemale,27.493765586034907
A,831,TaxonomyLevel,Field
A,831,TaxonomyValue,Pharmacology
A,831,Year,2018
A,831,PercentFemale,28.208232445520583
A,832,TaxonomyLevel,Field
A,832,TaxonomyValue,Pharmacology
A,832,Year,2017
A,832,PercentFemale,27.73159144893111
A,833,TaxonomyLevel,Field
A,833,TaxonomyValue,Pharmacology
A,833,Year,2016
A,833,PercentFemale,26.228501228501226
A,834,TaxonomyLevel,Field
A,834,TaxonomyValue,Pharmacology
A,834,Year,2015
A,834,PercentFemale,25.67049808429119
A,835,TaxonomyLevel,Field
A,835,TaxonomyValue,Pharmacology
A,835,Year,2014
A,835,PercentFemale,25.761421319796952
A,836,TaxonomyLevel,Field
A,836,TaxonomyValue,Pharmacology
A,836,Year,2013
A,836,PercentFemale,25.54697554697555
A,837,TaxonomyLevel,Field
A,837,TaxonomyValue,Pharmacology
A,837,Year,2012
A,837,PercentFemale,24.487179487179482
A,838,TaxonomyLevel,Field
A,838,TaxonomyValue,Pharmacology
A,838,Year,2011
A,838,PercentFemale,24.23230974632843
A,839,TaxonomyLevel,Field
A,839,TaxonomyValue,Pharmacology
A,839,Year,2019
A,839,PercentFemale,27.732667083073082
