Subfigure,Element,Attribute,Value
B,71,TaxonomyLevel,Umbrella
B,71,TaxonomyValue,Natural Sciences
B,71,Year,2012
B,71,GiniCoefficient,0.712
B,72,TaxonomyLevel,Umbrella
B,72,TaxonomyValue,Natural Sciences
B,72,Year,2013
B,72,GiniCoefficient,0.709
B,73,TaxonomyLevel,Umbrella
B,73,TaxonomyValue,Natural Sciences
B,73,Year,2014
B,73,GiniCoefficient,0.71
B,74,TaxonomyLevel,Umbrella
B,74,TaxonomyValue,Natural Sciences
B,74,Year,2015
B,74,GiniCoefficient,0.713
B,75,TaxonomyLevel,Umbrella
B,75,TaxonomyValue,Natural Sciences
B,75,Year,2016
B,75,GiniCoefficient,0.71
B,76,TaxonomyLevel,Umbrella
B,76,TaxonomyValue,Natural Sciences
B,76,Year,2017
B,76,GiniCoefficient,0.713
B,77,TaxonomyLevel,Umbrella
B,77,TaxonomyValue,Natural Sciences
B,77,Year,2018
B,77,GiniCoefficient,0.714
B,78,TaxonomyLevel,Umbrella
B,78,TaxonomyValue,Natural Sciences
B,78,Year,2019
B,78,GiniCoefficient,0.713
B,79,TaxonomyLevel,Umbrella
B,79,TaxonomyValue,Natural Sciences
B,79,Year,2020
B,79,GiniCoefficient,0.713
B,80,TaxonomyLevel,Umbrella
B,80,TaxonomyValue,Social Sciences
B,80,Year,2011
B,80,GiniCoefficient,0.722
B,81,TaxonomyLevel,Umbrella
B,81,TaxonomyValue,Social Sciences
B,81,Year,2012
B,81,GiniCoefficient,0.722
B,82,TaxonomyLevel,Umbrella
B,82,TaxonomyValue,Social Sciences
B,82,Year,2013
B,82,GiniCoefficient,0.719
B,83,TaxonomyLevel,Umbrella
B,83,TaxonomyValue,Social Sciences
B,83,Year,2014
B,83,GiniCoefficient,0.72
B,84,TaxonomyLevel,Umbrella
B,84,TaxonomyValue,Social Sciences
B,84,Year,2015
B,84,GiniCoefficient,0.721
B,85,TaxonomyLevel,Umbrella
B,85,TaxonomyValue,Social Sciences
B,85,Year,2016
B,85,GiniCoefficient,0.721
B,86,TaxonomyLevel,Umbrella
B,86,TaxonomyValue,Social Sciences
B,86,Year,2017
B,86,GiniCoefficient,0.722
B,87,TaxonomyLevel,Umbrella
B,87,TaxonomyValue,Social Sciences
B,87,Year,2018
B,87,GiniCoefficient,0.714
B,88,TaxonomyLevel,Umbrella
B,88,TaxonomyValue,Social Sciences
B,88,Year,2019
B,88,GiniCoefficient,0.718
B,89,TaxonomyLevel,Umbrella
B,89,TaxonomyValue,Social Sciences
B,89,Year,2020
B,89,GiniCoefficient,0.718
C,0,X,0.0
C,0,Y,0.04372927599748802
C,0,TaxonomyLevel,Academia
C,0,TaxonomyValue,Academia
C,1,X,0.01
C,1,Y,0.044042683915233014
C,1,TaxonomyLevel,Academia
C,1,TaxonomyValue,Academia
C,2,X,0.02
C,2,Y,0.04435823383533808
C,2,TaxonomyLevel,Academia
C,2,TaxonomyValue,Academia
C,3,X,0.03
C,3,Y,0.04467593889980434
C,3,TaxonomyLevel,Academia
C,3,TaxonomyValue,Academia
C,4,X,0.04
C,4,Y,0.044995812309704564
C,4,TaxonomyLevel,Academia
C,4,TaxonomyValue,Academia
C,5,X,0.05
C,5,Y,0.04531786732512482
C,5,TaxonomyLevel,Academia
C,5,TaxonomyValue,Academia
C,6,X,0.06
C,6,Y,0.045642117265100084
C,6,TaxonomyLevel,Academia
C,6,TaxonomyValue,Academia
C,7,X,0.07
C,7,Y,0.04596857550754352
C,7,TaxonomyLevel,Academia
C,7,TaxonomyValue,Academia
C,8,X,0.08
C,8,Y,0.04629725548916972
C,8,TaxonomyLevel,Academia
C,8,TaxonomyValue,Academia
C,9,X,0.09
C,9,Y,0.04662817070541128
C,9,TaxonomyLevel,Academia
C,9,TaxonomyValue,Academia
C,10,X,0.1
C,10,Y,0.04696133471032907
C,10,TaxonomyLevel,Academia
C,10,TaxonomyValue,Academia
C,11,X,0.11
C,11,Y,0.04729676111651568
C,11,TaxonomyLevel,Academia
C,11,TaxonomyValue,Academia
C,12,X,0.12
C,12,Y,0.04763446359499258
C,12,TaxonomyLevel,Academia
C,12,TaxonomyValue,Academia
C,13,X,0.13
C,13,Y,0.047974455875100054
C,13,TaxonomyLevel,Academia
C,13,TaxonomyValue,Academia
C,14,X,0.14
C,14,Y,0.048316751744380514
C,14,TaxonomyLevel,Academia
C,14,TaxonomyValue,Academia
C,15,X,0.15
C,15,Y,0.048661365048454655
C,15,TaxonomyLevel,Academia
C,15,TaxonomyValue,Academia
C,16,X,0.16
C,16,Y,0.04900830969089073
C,16,TaxonomyLevel,Academia
C,16,TaxonomyValue,Academia
C,17,X,0.17
C,17,Y,0.04935759963306641
C,17,TaxonomyLevel,Academia
C,17,TaxonomyValue,Academia
C,18,X,0.18
C,18,Y,0.04970924889402347
C,18,TaxonomyLevel,Academia
C,18,TaxonomyValue,Academia
C,19,X,0.19
C,19,Y,0.05006327155031499
C,19,TaxonomyLevel,Academia
C,19,TaxonomyValue,Academia
C,20,X,0.2
C,20,Y,0.050419681735845115
C,20,TaxonomyLevel,Academia
C,20,TaxonomyValue,Academia
C,21,X,0.21
C,21,Y,0.05077849364170122
C,21,TaxonomyLevel,Academia
C,21,TaxonomyValue,Academia
C,22,X,0.22
C,22,Y,0.05113972151597823
C,22,TaxonomyLevel,Academia
C,22,TaxonomyValue,Academia
C,23,X,0.23
C,23,Y,0.0515033796635952
C,23,TaxonomyLevel,Academia
C,23,TaxonomyValue,Academia
C,24,X,0.24
C,24,Y,0.051869482446103975
C,24,TaxonomyLevel,Academia
C,24,TaxonomyValue,Academia
C,25,X,0.25
C,25,Y,0.05223804428148974
C,25,TaxonomyLevel,Academia
C,25,TaxonomyValue,Academia
C,26,X,0.26
C,26,Y,0.05260907964396349
C,26,TaxonomyLevel,Academia
C,26,TaxonomyValue,Academia
C,27,X,0.27
C,27,Y,0.05298260306374608
C,27,TaxonomyLevel,Academia
C,27,TaxonomyValue,Academia
C,28,X,0.28
C,28,Y,0.05335862912684414
C,28,TaxonomyLevel,Academia
C,28,TaxonomyValue,Academia
C,29,X,0.29
C,29,Y,0.05373717247481727
C,29,TaxonomyLevel,Academia
C,29,TaxonomyValue,Academia
C,30,X,0.3
C,30,Y,0.05411824780453679
C,30,TaxonomyLevel,Academia
C,30,TaxonomyValue,Academia
C,31,X,0.31
C,31,Y,0.054501869867935614
C,31,TaxonomyLevel,Academia
C,31,TaxonomyValue,Academia
C,32,X,0.32
C,32,Y,0.05488805347174954
C,32,TaxonomyLevel,Academia
C,32,TaxonomyValue,Academia
C,33,X,0.33
C,33,Y,0.05527681347724935
C,33,TaxonomyLevel,Academia
C,33,TaxonomyValue,Academia
C,34,X,0.34
C,34,Y,0.05566816479996403
C,34,TaxonomyLevel,Academia
C,34,TaxonomyValue,Academia
C,35,X,0.35000000000000003
C,35,Y,0.05606212240939463
C,35,TaxonomyLevel,Academia
C,35,TaxonomyValue,Academia
C,36,X,0.36
C,36,Y,0.056458701328719094
C,36,TaxonomyLevel,Academia
C,36,TaxonomyValue,Academia
C,37,X,0.37
C,37,Y,0.056857916634487485
C,37,TaxonomyLevel,Academia
C,37,TaxonomyValue,Academia
C,38,X,0.38
C,38,Y,0.05725978345630778
C,38,TaxonomyLevel,Academia
C,38,TaxonomyValue,Academia
C,39,X,0.39
C,39,Y,0.05766431697652185
C,39,TaxonomyLevel,Academia
C,39,TaxonomyValue,Academia
C,40,X,0.4
C,40,Y,0.05807153242987206
C,40,TaxonomyLevel,Academia
C,40,TaxonomyValue,Academia
C,41,X,0.41000000000000003
C,41,Y,0.058481445103157635
C,41,TaxonomyLevel,Academia
C,41,TaxonomyValue,Academia
C,42,X,0.42
C,42,Y,0.058894070334881074
C,42,TaxonomyLevel,Academia
C,42,TaxonomyValue,Academia
C,43,X,0.43
C,43,Y,0.059309423514884725
C,43,TaxonomyLevel,Academia
C,43,TaxonomyValue,Academia
C,44,X,0.44
C,44,Y,0.0597275200839768
C,44,TaxonomyLevel,Academia
C,44,TaxonomyValue,Academia
C,45,X,0.45
C,45,Y,0.06014837553354718
C,45,TaxonomyLevel,Academia
C,45,TaxonomyValue,Academia
C,46,X,0.46
C,46,Y,0.06057200540517283
C,46,TaxonomyLevel,Academia
C,46,TaxonomyValue,Academia
C,47,X,0.47000000000000003
C,47,Y,0.06099842529021232
C,47,TaxonomyLevel,Academia
C,47,TaxonomyValue,Academia
C,48,X,0.48
C,48,Y,0.06142765082939004
C,48,TaxonomyLevel,Academia
C,48,TaxonomyValue,Academia
C,49,X,0.49
C,49,Y,0.06185969771236925
C,49,TaxonomyLevel,Academia
C,49,TaxonomyValue,Academia
C,50,X,0.5
C,50,Y,0.06229458167731422
C,50,TaxonomyLevel,Academia
C,50,TaxonomyValue,Academia
C,51,X,0.51
C,51,Y,0.06273231851044143
C,51,TaxonomyLevel,Academia
C,51,TaxonomyValue,Academia
C,52,X,0.52
C,52,Y,0.06317292404555948
C,52,TaxonomyLevel,Academia
C,52,TaxonomyValue,Academia
C,53,X,0.53
C,53,Y,0.06361641416359752
C,53,TaxonomyLevel,Academia
C,53,TaxonomyValue,Academia
C,54,X,0.54
C,54,Y,0.06406280479212252
C,54,TaxonomyLevel,Academia
C,54,TaxonomyValue,Academia
C,55,X,0.55
C,55,Y,0.06451211190484457
C,55,TaxonomyLevel,Academia
C,55,TaxonomyValue,Academia
C,56,X,0.56
C,56,Y,0.06496435152111094
C,56,TaxonomyLevel,Academia
C,56,TaxonomyValue,Academia
C,57,X,0.5700000000000001
C,57,Y,0.06541953970538793
C,57,TaxonomyLevel,Academia
C,57,TaxonomyValue,Academia
C,58,X,0.58
C,58,Y,0.06587769256673082
C,58,TaxonomyLevel,Academia
C,58,TaxonomyValue,Academia
C,59,X,0.59
C,59,Y,0.066338826258242
C,59,TaxonomyLevel,Academia
C,59,TaxonomyValue,Academia
C,60,X,0.6
C,60,Y,0.06680295697651663
C,60,TaxonomyLevel,Academia
C,60,TaxonomyValue,Academia
C,61,X,0.61
C,61,Y,0.06727010096107595
C,61,TaxonomyLevel,Academia
C,61,TaxonomyValue,Academia
C,62,X,0.62
C,62,Y,0.06774027449378847
C,62,TaxonomyLevel,Academia
C,62,TaxonomyValue,Academia
C,63,X,0.63
C,63,Y,0.06821349389827804
C,63,TaxonomyLevel,Academia
C,63,TaxonomyValue,Academia
C,64,X,0.64
C,64,Y,0.06868977553931979
C,64,TaxonomyLevel,Academia
C,64,TaxonomyValue,Academia
C,65,X,0.65
C,65,Y,0.06916913582222291
C,65,TaxonomyLevel,Academia
C,65,TaxonomyValue,Academia
C,66,X,0.66
C,66,Y,0.06965159119220034
C,66,TaxonomyLevel,Academia
C,66,TaxonomyValue,Academia
C,67,X,0.67
C,67,Y,0.07013715813372588
C,67,TaxonomyLevel,Academia
C,67,TaxonomyValue,Academia
C,68,X,0.68
C,68,Y,0.0706258531698776
C,68,TaxonomyLevel,Academia
C,68,TaxonomyValue,Academia
C,69,X,0.6900000000000001
C,69,Y,0.0711176928616681
C,69,TaxonomyLevel,Academia
C,69,TaxonomyValue,Academia
C,70,X,0.7000000000000001
C,70,Y,0.07161269380736145
C,70,TaxonomyLevel,Academia
C,70,TaxonomyValue,Academia
C,71,X,0.71
C,71,Y,0.07211087264177633
C,71,TaxonomyLevel,Academia
C,71,TaxonomyValue,Academia
C,72,X,0.72
C,72,Y,0.07261224603557563
C,72,TaxonomyLevel,Academia
C,72,TaxonomyValue,Academia
C,73,X,0.73
C,73,Y,0.07311683069454215
C,73,TaxonomyLevel,Academia
C,73,TaxonomyValue,Academia
C,74,X,0.74
C,74,Y,0.07362464335884024
C,74,TaxonomyLevel,Academia
C,74,TaxonomyValue,Academia
C,75,X,0.75
C,75,Y,0.07413570080226371
C,75,TaxonomyLevel,Academia
C,75,TaxonomyValue,Academia
C,76,X,0.76
C,76,Y,0.07465001983146921
C,76,TaxonomyLevel,Academia
C,76,TaxonomyValue,Academia
C,77,X,0.77
C,77,Y,0.07516761728519532
C,77,TaxonomyLevel,Academia
C,77,TaxonomyValue,Academia
C,78,X,0.78
C,78,Y,0.07568851003346751
C,78,TaxonomyLevel,Academia
C,78,TaxonomyValue,Academia
C,79,X,0.79
C,79,Y,0.07621271497678811
C,79,TaxonomyLevel,Academia
C,79,TaxonomyValue,Academia
C,80,X,0.8
C,80,Y,0.07674024904531196
C,80,TaxonomyLevel,Academia
C,80,TaxonomyValue,Academia
C,81,X,0.81
C,81,Y,0.07727112919800709
C,81,TaxonomyLevel,Academia
C,81,TaxonomyValue,Academia
C,82,X,0.8200000000000001
C,82,Y,0.07780537242180036
C,82,TaxonomyLevel,Academia
C,82,TaxonomyValue,Academia
C,83,X,0.8300000000000001
C,83,Y,0.0783429957307084
C,83,TaxonomyLevel,Academia
C,83,TaxonomyValue,Academia
C,84,X,0.84
C,84,Y,0.07888401616495311
C,84,TaxonomyLevel,Academia
C,84,TaxonomyValue,Academia
C,85,X,0.85
C,85,Y,0.07942845079006206
C,85,TaxonomyLevel,Academia
C,85,TaxonomyValue,Academia
C,86,X,0.86
C,86,Y,0.07997631669595316
C,86,TaxonomyLevel,Academia
C,86,TaxonomyValue,Academia
C,87,X,0.87
C,87,Y,0.0805276309960045
C,87,TaxonomyLevel,Academia
C,87,TaxonomyValue,Academia
C,88,X,0.88
C,88,Y,0.08108241082610781
C,88,TaxonomyLevel,Academia
C,88,TaxonomyValue,Academia
C,89,X,0.89
C,89,Y,0.08164067334370675
C,89,TaxonomyLevel,Academia
C,89,TaxonomyValue,Academia
C,90,X,0.9
C,90,Y,0.08220243572681891
C,90,TaxonomyLevel,Academia
C,90,TaxonomyValue,Academia
C,91,X,0.91
C,91,Y,0.08276771517304239
C,91,TaxonomyLevel,Academia
C,91,TaxonomyValue,Academia
C,92,X,0.92
C,92,Y,0.08333652889854584
C,92,TaxonomyLevel,Academia
C,92,TaxonomyValue,Academia
C,93,X,0.93
C,93,Y,0.08390889413704236
C,93,TaxonomyLevel,Academia
C,93,TaxonomyValue,Academia
C,94,X,0.9400000000000001
C,94,Y,0.08448482813874761
C,94,TaxonomyLevel,Academia
C,94,TaxonomyValue,Academia
C,95,X,0.9500000000000001
C,95,Y,0.08506434816932083
C,95,TaxonomyLevel,Academia
C,95,TaxonomyValue,Academia
C,96,X,0.96
C,96,Y,0.08564747150878994
C,96,TaxonomyLevel,Academia
C,96,TaxonomyValue,Academia
C,97,X,0.97
C,97,Y,0.08623421545045977
C,97,TaxonomyLevel,Academia
C,97,TaxonomyValue,Academia
C,98,X,0.98
C,98,Y,0.08682459729980341
C,98,TaxonomyLevel,Academia
C,98,TaxonomyValue,Academia
C,99,X,0.99
C,99,Y,0.08741863437333734
C,99,TaxonomyLevel,Academia
C,99,TaxonomyValue,Academia
C,100,X,1.0
C,100,Y,0.08801634399747911
C,100,TaxonomyLevel,Academia
C,100,TaxonomyValue,Academia
C,101,X,0.0
C,101,Y,0.04821518728506123
C,101,TaxonomyLevel,Umbrella
C,101,TaxonomyValue,Applied Sciences
C,102,X,0.01
C,102,Y,0.048470592821953616
C,102,TaxonomyLevel,Umbrella
C,102,TaxonomyValue,Applied Sciences
C,103,X,0.02
C,103,Y,0.04872728202888827
C,103,TaxonomyLevel,Umbrella
C,103,TaxonomyValue,Applied Sciences
C,104,X,0.03
C,104,Y,0.04898526062233876
C,104,TaxonomyLevel,Umbrella
C,104,TaxonomyValue,Applied Sciences
C,105,X,0.04
C,105,Y,0.049244534336413216
C,105,TaxonomyLevel,Umbrella
C,105,TaxonomyValue,Applied Sciences
C,106,X,0.05
C,106,Y,0.04950510892282138
C,106,TaxonomyLevel,Umbrella
C,106,TaxonomyValue,Applied Sciences
C,107,X,0.06
C,107,Y,0.049766990150840226
C,107,TaxonomyLevel,Umbrella
C,107,TaxonomyValue,Applied Sciences
C,108,X,0.07
C,108,Y,0.05003018380727844
C,108,TaxonomyLevel,Umbrella
C,108,TaxonomyValue,Applied Sciences
C,109,X,0.08
C,109,Y,0.0502946956964395
C,109,TaxonomyLevel,Umbrella
C,109,TaxonomyValue,Applied Sciences
C,110,X,0.09
C,110,Y,0.050560531640083554
C,110,TaxonomyLevel,Umbrella
C,110,TaxonomyValue,Applied Sciences
C,111,X,0.1
C,111,Y,0.050827697477387995
C,111,TaxonomyLevel,Umbrella
C,111,TaxonomyValue,Applied Sciences
C,112,X,0.11
C,112,Y,0.05109619906490675
C,112,TaxonomyLevel,Umbrella
C,112,TaxonomyValue,Applied Sciences
C,113,X,0.12
C,113,Y,0.05136604227652807
C,113,TaxonomyLevel,Umbrella
C,113,TaxonomyValue,Applied Sciences
C,114,X,0.13
C,114,Y,0.05163723300343124
C,114,TaxonomyLevel,Umbrella
C,114,TaxonomyValue,Applied Sciences
C,115,X,0.14
C,115,Y,0.0519097771540417
C,115,TaxonomyLevel,Umbrella
C,115,TaxonomyValue,Applied Sciences
C,116,X,0.15
C,116,Y,0.05218368065398503
C,116,TaxonomyLevel,Umbrella
C,116,TaxonomyValue,Applied Sciences
C,117,X,0.16
C,117,Y,0.05245894944603924
C,117,TaxonomyLevel,Umbrella
C,117,TaxonomyValue,Applied Sciences
C,118,X,0.17
C,118,Y,0.05273558949008601
C,118,TaxonomyLevel,Umbrella
C,118,TaxonomyValue,Applied Sciences
C,119,X,0.18
C,119,Y,0.05301360676306026
C,119,TaxonomyLevel,Umbrella
C,119,TaxonomyValue,Applied Sciences
C,120,X,0.19
C,120,Y,0.05329300725889847
C,120,TaxonomyLevel,Umbrella
C,120,TaxonomyValue,Applied Sciences
C,121,X,0.2
C,121,Y,0.053573796988485405
C,121,TaxonomyLevel,Umbrella
C,121,TaxonomyValue,Applied Sciences
C,122,X,0.21
C,122,Y,0.05385598197959952
C,122,TaxonomyLevel,Umbrella
C,122,TaxonomyValue,Applied Sciences
C,123,X,0.22
C,123,Y,0.05413956827685679
C,123,TaxonomyLevel,Umbrella
C,123,TaxonomyValue,Applied Sciences
C,124,X,0.23
C,124,Y,0.054424561941653286
C,124,TaxonomyLevel,Umbrella
C,124,TaxonomyValue,Applied Sciences
C,125,X,0.24
C,125,Y,0.054710969052105866
C,125,TaxonomyLevel,Umbrella
C,125,TaxonomyValue,Applied Sciences
C,126,X,0.25
C,126,Y,0.05499879570299168
C,126,TaxonomyLevel,Umbrella
C,126,TaxonomyValue,Applied Sciences
C,127,X,0.26
C,127,Y,0.05528804800568608
C,127,TaxonomyLevel,Umbrella
C,127,TaxonomyValue,Applied Sciences
C,128,X,0.27
C,128,Y,0.05557873208809899
C,128,TaxonomyLevel,Umbrella
C,128,TaxonomyValue,Applied Sciences
C,129,X,0.28
C,129,Y,0.05587085409460956
C,129,TaxonomyLevel,Umbrella
C,129,TaxonomyValue,Applied Sciences
C,130,X,0.29
C,130,Y,0.056164420185999556
C,130,TaxonomyLevel,Umbrella
C,130,TaxonomyValue,Applied Sciences
C,131,X,0.3
C,131,Y,0.05645943653938484
C,131,TaxonomyLevel,Umbrella
C,131,TaxonomyValue,Applied Sciences
C,132,X,0.31
C,132,Y,0.05675590934814564
C,132,TaxonomyLevel,Umbrella
C,132,TaxonomyValue,Applied Sciences
C,133,X,0.32
C,133,Y,0.05705384482185477
C,133,TaxonomyLevel,Umbrella
C,133,TaxonomyValue,Applied Sciences
C,134,X,0.33
C,134,Y,0.05735324918620455
C,134,TaxonomyLevel,Umbrella
C,134,TaxonomyValue,Applied Sciences
C,135,X,0.34
C,135,Y,0.05765412868293195
C,135,TaxonomyLevel,Umbrella
C,135,TaxonomyValue,Applied Sciences
C,136,X,0.35000000000000003
C,136,Y,0.05795648956974222
C,136,TaxonomyLevel,Umbrella
C,136,TaxonomyValue,Applied Sciences
C,137,X,0.36
C,137,Y,0.058260338120230536
C,137,TaxonomyLevel,Umbrella
C,137,TaxonomyValue,Applied Sciences
C,138,X,0.37
C,138,Y,0.05856568062380232
C,138,TaxonomyLevel,Umbrella
C,138,TaxonomyValue,Applied Sciences
C,139,X,0.38
C,139,Y,0.05887252338559166
C,139,TaxonomyLevel,Umbrella
C,139,TaxonomyValue,Applied Sciences
C,140,X,0.39
C,140,Y,0.05918087272637809
C,140,TaxonomyLevel,Umbrella
C,140,TaxonomyValue,Applied Sciences
C,141,X,0.4
C,141,Y,0.059490734982501556
C,141,TaxonomyLevel,Umbrella
C,141,TaxonomyValue,Applied Sciences
C,142,X,0.41000000000000003
C,142,Y,0.05980211650577572
C,142,TaxonomyLevel,Umbrella
C,142,TaxonomyValue,Applied Sciences
C,143,X,0.42
C,143,Y,0.060115023663399485
C,143,TaxonomyLevel,Umbrella
C,143,TaxonomyValue,Applied Sciences
C,144,X,0.43
C,144,Y,0.060429462837866744
C,144,TaxonomyLevel,Umbrella
C,144,TaxonomyValue,Applied Sciences
C,145,X,0.44
C,145,Y,0.06074544042687431
C,145,TaxonomyLevel,Umbrella
C,145,TaxonomyValue,Applied Sciences
C,146,X,0.45
C,146,Y,0.06106296284322806
C,146,TaxonomyLevel,Umbrella
C,146,TaxonomyValue,Applied Sciences
C,147,X,0.46
C,147,Y,0.06138203651474725
C,147,TaxonomyLevel,Umbrella
C,147,TaxonomyValue,Applied Sciences
C,148,X,0.47000000000000003
C,148,Y,0.06170266788416709
C,148,TaxonomyLevel,Umbrella
C,148,TaxonomyValue,Applied Sciences
C,149,X,0.48
C,149,Y,0.062024863409039274
C,149,TaxonomyLevel,Umbrella
C,149,TaxonomyValue,Applied Sciences
C,150,X,0.49
C,150,Y,0.06234862956163073
C,150,TaxonomyLevel,Umbrella
C,150,TaxonomyValue,Applied Sciences
C,151,X,0.5
C,151,Y,0.06267397282882069
C,151,TaxonomyLevel,Umbrella
C,151,TaxonomyValue,Applied Sciences
C,152,X,0.51
C,152,Y,0.06300089971199543
C,152,TaxonomyLevel,Umbrella
C,152,TaxonomyValue,Applied Sciences
C,153,X,0.52
C,153,Y,0.06332941672694153
C,153,TaxonomyLevel,Umbrella
C,153,TaxonomyValue,Applied Sciences
C,154,X,0.53
C,154,Y,0.06365953040373698
C,154,TaxonomyLevel,Umbrella
C,154,TaxonomyValue,Applied Sciences
C,155,X,0.54
C,155,Y,0.06399124728664027
C,155,TaxonomyLevel,Umbrella
C,155,TaxonomyValue,Applied Sciences
C,156,X,0.55
C,156,Y,0.06432457393397784
C,156,TaxonomyLevel,Umbrella
C,156,TaxonomyValue,Applied Sciences
C,157,X,0.56
C,157,Y,0.06465951691802915
C,157,TaxonomyLevel,Umbrella
C,157,TaxonomyValue,Applied Sciences
C,158,X,0.5700000000000001
C,158,Y,0.06499608282491003
C,158,TaxonomyLevel,Umbrella
C,158,TaxonomyValue,Applied Sciences
C,159,X,0.58
C,159,Y,0.06533427825445401
C,159,TaxonomyLevel,Umbrella
C,159,TaxonomyValue,Applied Sciences
C,160,X,0.59
C,160,Y,0.06567410982009145
C,160,TaxonomyLevel,Umbrella
C,160,TaxonomyValue,Applied Sciences
C,161,X,0.6
C,161,Y,0.06601558414872682
C,161,TaxonomyLevel,Umbrella
C,161,TaxonomyValue,Applied Sciences
C,162,X,0.61
C,162,Y,0.06635870788061382
C,162,TaxonomyLevel,Umbrella
C,162,TaxonomyValue,Applied Sciences
C,163,X,0.62
C,163,Y,0.06670348766922855
C,163,TaxonomyLevel,Umbrella
C,163,TaxonomyValue,Applied Sciences
C,164,X,0.63
C,164,Y,0.06704993018114033
C,164,TaxonomyLevel,Umbrella
C,164,TaxonomyValue,Applied Sciences
C,165,X,0.64
C,165,Y,0.06739804209588078
C,165,TaxonomyLevel,Umbrella
C,165,TaxonomyValue,Applied Sciences
C,166,X,0.65
C,166,Y,0.0677478301058105
C,166,TaxonomyLevel,Umbrella
C,166,TaxonomyValue,Applied Sciences
C,167,X,0.66
C,167,Y,0.06809930091598376
C,167,TaxonomyLevel,Umbrella
C,167,TaxonomyValue,Applied Sciences
C,168,X,0.67
C,168,Y,0.06845246124401101
C,168,TaxonomyLevel,Umbrella
C,168,TaxonomyValue,Applied Sciences
C,169,X,0.68
C,169,Y,0.06880731781991914
C,169,TaxonomyLevel,Umbrella
C,169,TaxonomyValue,Applied Sciences
C,170,X,0.6900000000000001
C,170,Y,0.06916387738600974
C,170,TaxonomyLevel,Umbrella
C,170,TaxonomyValue,Applied Sciences
C,171,X,0.7000000000000001
C,171,Y,0.06952214669671496
C,171,TaxonomyLevel,Umbrella
C,171,TaxonomyValue,Applied Sciences
C,172,X,0.71
C,172,Y,0.06988213251845143
C,172,TaxonomyLevel,Umbrella
C,172,TaxonomyValue,Applied Sciences
C,173,X,0.72
C,173,Y,0.07024384162947162
C,173,TaxonomyLevel,Umbrella
C,173,TaxonomyValue,Applied Sciences
C,174,X,0.73
C,174,Y,0.07060728081971311
C,174,TaxonomyLevel,Umbrella
C,174,TaxonomyValue,Applied Sciences
C,175,X,0.74
C,175,Y,0.07097245689064585
C,175,TaxonomyLevel,Umbrella
C,175,TaxonomyValue,Applied Sciences
C,176,X,0.75
C,176,Y,0.07133937665511667
C,176,TaxonomyLevel,Umbrella
C,176,TaxonomyValue,Applied Sciences
C,177,X,0.76
C,177,Y,0.07170804693719182
C,177,TaxonomyLevel,Umbrella
C,177,TaxonomyValue,Applied Sciences
C,178,X,0.77
C,178,Y,0.07207847457199718
C,178,TaxonomyLevel,Umbrella
C,178,TaxonomyValue,Applied Sciences
C,179,X,0.78
C,179,Y,0.07245066640555611
C,179,TaxonomyLevel,Umbrella
C,179,TaxonomyValue,Applied Sciences
C,180,X,0.79
C,180,Y,0.07282462929462488
C,180,TaxonomyLevel,Umbrella
C,180,TaxonomyValue,Applied Sciences
C,181,X,0.8
C,181,Y,0.07320037010652587
C,181,TaxonomyLevel,Umbrella
C,181,TaxonomyValue,Applied Sciences
C,182,X,0.81
C,182,Y,0.07357789571897837
C,182,TaxonomyLevel,Umbrella
C,182,TaxonomyValue,Applied Sciences
C,183,X,0.8200000000000001
C,183,Y,0.07395721301992705
C,183,TaxonomyLevel,Umbrella
C,183,TaxonomyValue,Applied Sciences
C,184,X,0.8300000000000001
C,184,Y,0.07433832890736781
C,184,TaxonomyLevel,Umbrella
C,184,TaxonomyValue,Applied Sciences
C,185,X,0.84
C,185,Y,0.07472125028917155
C,185,TaxonomyLevel,Umbrella
C,185,TaxonomyValue,Applied Sciences
C,186,X,0.85
C,186,Y,0.07510598408290522
C,186,TaxonomyLevel,Umbrella
C,186,TaxonomyValue,Applied Sciences
C,187,X,0.86
C,187,Y,0.07549253721565072
C,187,TaxonomyLevel,Umbrella
C,187,TaxonomyValue,Applied Sciences
C,188,X,0.87
C,188,Y,0.07588091662382097
C,188,TaxonomyLevel,Umbrella
C,188,TaxonomyValue,Applied Sciences
C,189,X,0.88
C,189,Y,0.07627112925297386
C,189,TaxonomyLevel,Umbrella
C,189,TaxonomyValue,Applied Sciences
C,190,X,0.89
C,190,Y,0.07666318205762347
C,190,TaxonomyLevel,Umbrella
C,190,TaxonomyValue,Applied Sciences
C,191,X,0.9
C,191,Y,0.07705708200104902
C,191,TaxonomyLevel,Umbrella
C,191,TaxonomyValue,Applied Sciences
C,192,X,0.91
C,192,Y,0.077452836055101
C,192,TaxonomyLevel,Umbrella
C,192,TaxonomyValue,Applied Sciences
C,193,X,0.92
C,193,Y,0.07785045120000504
C,193,TaxonomyLevel,Umbrella
C,193,TaxonomyValue,Applied Sciences
C,194,X,0.93
C,194,Y,0.07824993442416306
C,194,TaxonomyLevel,Umbrella
C,194,TaxonomyValue,Applied Sciences
C,195,X,0.9400000000000001
C,195,Y,0.07865129272395208
C,195,TaxonomyLevel,Umbrella
C,195,TaxonomyValue,Applied Sciences
C,196,X,0.9500000000000001
C,196,Y,0.07905453310352001
C,196,TaxonomyLevel,Umbrella
C,196,TaxonomyValue,Applied Sciences
C,197,X,0.96
